group_code,group_name,table_name,column_name,declared_type,primary_key,not_null,required_without_default,nullable,schema_default,foreign_key,unique_participant,check_or_cross_column_rule,status_policy,derivation_or_authoring_rule,common_failure
G01,shared_reference,skill_type,skill_type_code,TEXT,no,yes,yes,no,,,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: skill_type.skill_type_code; duplicate protected value → UNIQUE constraint failed
G01,shared_reference,skill_type,skill_type_name,TEXT,no,yes,yes,no,,,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: skill_type.skill_type_name; duplicate protected value → UNIQUE constraint failed
G01,shared_reference,skill_type,is_active,INTEGER,no,yes,no,no,1,,no,yes,default_active,New reviewed reference records are active unless the writer explicitly supplies 0.,invalid value/combination → CHECK or trigger rejection
G01,shared_reference,skill_type,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: skill_type.created_at
G01,shared_reference,skill_type,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: skill_type.updated_at
G01,shared_reference,skill_type_assignment,id,INTEGER,yes,no,no,no,,,no,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,invalid values may still be rejected by the canonical importer
G01,shared_reference,skill_type_assignment,skill_id,INTEGER,no,yes,yes,no,,skill.id ON DELETE CASCADE,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: skill_type_assignment.skill_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G01,shared_reference,skill_type_assignment,skill_type_id,INTEGER,no,yes,yes,no,,skill_type.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: skill_type_assignment.skill_type_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G01,shared_reference,skill_type_assignment,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: skill_type_assignment.created_at
G01,shared_reference,state,id,INTEGER,yes,no,no,no,,,no,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,invalid values may still be rejected by the canonical importer
G01,shared_reference,state,country_id,INTEGER,no,yes,yes,no,,country.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: state.country_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G01,shared_reference,state,state_code,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G01,shared_reference,state,state_name,TEXT,no,yes,yes,no,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: state.state_name
G01,shared_reference,state,normalized_state_name,TEXT,no,yes,yes,no,,,yes,no,,Canonical importer must normalize the source value before INSERT; manual SQL must provide the reviewed normalized value.,omit → NOT NULL constraint failed: state.normalized_state_name; duplicate protected value → UNIQUE constraint failed
G01,shared_reference,state,is_active,INTEGER,no,yes,no,no,1,,no,yes,default_active,New reviewed reference records are active unless the writer explicitly supplies 0.,invalid value/combination → CHECK or trigger rejection
G01,shared_reference,state,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: state.created_at
G01,shared_reference,state,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: state.updated_at
G01,shared_reference,work_mode,id,INTEGER,yes,no,no,no,,,no,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,invalid values may still be rejected by the canonical importer
G01,shared_reference,work_mode,work_mode_code,TEXT,no,yes,yes,no,,,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: work_mode.work_mode_code; duplicate protected value → UNIQUE constraint failed
G01,shared_reference,work_mode,work_mode_name,TEXT,no,yes,yes,no,,,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: work_mode.work_mode_name; duplicate protected value → UNIQUE constraint failed
G01,shared_reference,work_mode,is_active,INTEGER,no,yes,no,no,1,,no,yes,default_active,New reviewed reference records are active unless the writer explicitly supplies 0.,invalid value/combination → CHECK or trigger rejection
G01,shared_reference,work_mode,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: work_mode.created_at
G01,shared_reference,work_mode,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: work_mode.updated_at
G02,recruitment_catalog,catalog_revision,id,INTEGER,yes,no,no,no,,,no,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,invalid values may still be rejected by the canonical importer
G02,recruitment_catalog,catalog_revision,catalog_revision_uuid,TEXT,no,yes,yes,no,,,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: catalog_revision.catalog_revision_uuid; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G02,recruitment_catalog,catalog_revision,revision_number,INTEGER,no,yes,yes,no,,,yes,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: catalog_revision.revision_number; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G02,recruitment_catalog,catalog_revision,catalog_snapshot_json,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: catalog_revision.catalog_snapshot_json; invalid value/combination → CHECK or trigger rejection
G02,recruitment_catalog,catalog_revision,snapshot_sha256,TEXT,no,yes,yes,no,,,yes,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: catalog_revision.snapshot_sha256; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G02,recruitment_catalog,catalog_revision,change_reason,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G02,recruitment_catalog,catalog_revision,created_by_actor,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G02,recruitment_catalog,catalog_revision,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: catalog_revision.created_at
G02,recruitment_catalog,catalog_sync_run,id,INTEGER,yes,no,no,no,,,no,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,invalid values may still be rejected by the canonical importer
G02,recruitment_catalog,catalog_sync_run,catalog_sync_run_uuid,TEXT,no,yes,yes,no,,,yes,no,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: catalog_sync_run.catalog_sync_run_uuid; duplicate protected value → UNIQUE constraint failed
G02,recruitment_catalog,catalog_sync_run,catalog_revision_id,INTEGER,no,yes,yes,no,,catalog_revision.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: catalog_sync_run.catalog_revision_id; unknown parent ID → FOREIGN KEY constraint failed
G02,recruitment_catalog,catalog_sync_run,triggering_outbox_event_id,INTEGER,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G02,recruitment_catalog,catalog_sync_run,idempotency_key,TEXT,no,yes,yes,no,,,yes,no,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: catalog_sync_run.idempotency_key; duplicate protected value → UNIQUE constraint failed
G02,recruitment_catalog,catalog_sync_run,sync_status,TEXT,no,yes,no,no,pending,,no,yes,schema_default,A new catalog synchronization waits for its dispatcher.,invalid value/combination → CHECK or trigger rejection
G02,recruitment_catalog,catalog_sync_run,expected_target_count,INTEGER,no,yes,no,no,0,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
